Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
BookBookable-1653946515914,1,181,181,181,181,181,181,181,0.000%,5.52486,24.33,17.97
DeleteBooking-1653946515932,1,163,163,163,163,163,163,163,0.000%,6.13497,29.26,20.16
MyBookings-1653946515980,1,116,116,116,116,116,116,116,0.000%,8.62069,15.80,13.71
DeleteBooking-1653946515938,1,161,161,161,161,161,161,161,0.000%,6.21118,29.62,20.41
MyBookings-1653946515985,1,121,121,121,121,121,121,121,0.000%,8.26446,15.15,13.14
DeleteBooking-1653946515942,1,165,165,165,165,165,165,165,0.000%,6.06061,28.91,19.92
MyBookings-1653946515996,1,121,121,121,121,121,121,121,0.000%,8.26446,15.15,13.14
DeleteBooking-1653946515961,1,168,168,168,168,168,168,168,0.000%,5.95238,28.39,19.56
MyBookings-1653946516055,1,102,102,102,102,102,102,102,0.000%,9.80392,17.97,15.59
BookBookable-1653946515990,1,173,173,173,173,173,173,173,0.000%,5.78035,25.45,18.80
BookBookable-1653946515998,1,174,174,174,174,174,174,174,0.000%,5.74713,25.31,18.69
DeleteBooking-1653946516001,1,179,179,179,179,179,179,179,0.000%,5.58659,26.65,18.36
DeleteBooking-1653946516045,1,164,164,164,164,164,164,164,0.000%,6.09756,29.08,20.04
MyBookings-1653946516104,1,105,105,105,105,105,105,105,0.000%,9.52381,17.46,15.14
BookBookable-1653946516054,1,162,162,162,162,162,162,162,0.000%,6.17284,27.18,20.08
MyBookings-1653946516153,1,95,95,95,95,95,95,95,0.000%,10.52632,19.29,16.74
DeleteBooking-1653946516092,1,158,158,158,158,158,158,158,0.000%,6.32911,30.19,20.80
BookBookable-1653946516104,1,160,160,160,160,160,160,160,0.000%,6.25000,27.52,20.33
DeleteBooking-1653946516104,1,166,166,166,166,166,166,166,0.000%,6.02410,28.73,19.80
BookBookable-1653946516114,1,159,159,159,159,159,159,159,0.000%,6.28931,27.69,20.46
DeleteBooking-1653946516124,1,163,163,163,163,163,163,163,0.000%,6.13497,29.26,20.16
MyBookings-1653946516201,1,101,101,101,101,101,101,101,0.000%,9.90099,18.15,15.74
BookBookable-1653946516138,1,164,164,164,164,164,164,164,0.000%,6.09756,26.85,19.83
MyBookings-1653946516211,1,100,100,100,100,100,100,100,0.000%,10.00000,18.33,15.90
DeleteBooking-1653946516172,1,162,162,162,162,162,162,162,0.000%,6.17284,29.44,20.28
DeleteBooking-1653946516176,1,163,163,163,163,163,163,163,0.000%,6.13497,29.26,20.16
DeleteBooking-1653946516177,1,166,166,166,166,166,166,166,0.000%,6.02410,28.73,19.80
DeleteBooking-1653946516180,1,167,167,167,167,167,167,167,0.000%,5.98802,28.56,19.68
DeleteBooking-1653946516191,1,160,160,160,160,160,160,160,0.000%,6.25000,29.81,20.54
DeleteBooking-1653946516217,1,160,160,160,160,160,160,160,0.000%,6.25000,29.81,20.54
MyBookings-1653946516299,1,98,98,98,98,98,98,98,0.000%,10.20408,18.70,16.22
MyBookings-1653946516310,1,99,99,99,99,99,99,99,0.000%,10.10101,18.52,16.06
MyBookings-1653946516327,1,93,93,93,93,93,93,93,0.000%,10.75269,19.71,17.10
MyBookings-1653946516349,1,100,100,100,100,100,100,100,0.000%,10.00000,18.33,15.90
DeleteBooking-1653946516294,1,157,157,157,157,157,157,157,0.000%,6.36943,30.38,20.93
DeleteBooking-1653946516365,1,882,882,882,882,882,882,882,0.000%,1.13379,5.41,3.73
DeleteBooking-1653946516397,1,923,923,923,923,923,923,923,0.000%,1.08342,5.17,3.56
DeleteBooking-1653946516477,1,844,844,844,844,844,844,844,0.000%,1.18483,5.65,3.89
DeleteBooking-1653946516528,1,792,792,792,792,792,792,792,0.000%,1.26263,6.02,4.15
DeleteBooking-1653946516436,1,887,887,887,887,887,887,887,0.000%,1.12740,5.38,3.70
DeleteBooking-1653946516443,1,880,880,880,880,880,880,880,0.000%,1.13636,5.42,3.73
ChangeLanguage-1653946517361,1,323,323,323,323,323,323,323,0.000%,3.09598,14.77,7.08
Logout-1653946517778,1,165,165,165,165,165,165,165,0.000%,6.06061,28.91,15.57
Version-1653946517994,1,90,90,90,90,90,90,90,0.000%,11.11111,13.02,14.30
TOTAL,1503,825,284,2371,5025,7668,68,10046,0.000%,78.73232,681.24,150.50
